Time,Voltage,Frequency
0.0,0.9948010059065188,1.0
0.03333333333333333,0.9948010059065188,1.0
0.06666666666666667,0.9948010059065188,1.0
0.1,0.9948010059065188,1.0
0.13333333333333333,0.9948010059065188,1.0
0.16666666666666666,0.9948010059065188,1.0
0.19999999999999998,0.9948010059065188,1.0
0.2333333333333333,0.9948010059065188,1.0
0.26666666666666666,0.9948010059065188,1.0
0.3,0.9948010059065188,1.0
0.3333333333333333,0.9948010059065188,1.0
0.36666666666666664,0.9948010059065188,1.0
0.39999999999999997,0.9948010059065188,1.0
0.4333333333333333,0.9948010059065188,1.0
0.4666666666666666,0.9948010059065188,1.0
0.49999999999999994,0.9948010059065188,1.0
0.5333333333333333,0.9948010059065188,1.0
0.5666666666666667,0.9948010059065188,1.0
0.6,0.9948010059065188,1.0
0.6333333333333333,0.9948010059065188,1.0
0.6666666666666666,0.9948010059065188,1.0
0.7,0.9948010059065188,1.0
0.7333333333333333,0.9948010059065188,1.0
0.7666666666666666,0.9948010059065188,1.0
0.7999999999999999,0.9948010059065188,1.0
0.8333333333333333,0.9948010059065188,1.0
0.8666666666666666,0.9948010059065188,1.0
0.8999999999999999,0.9948010059065188,1.0
0.9333333333333332,0.9948010059065188,1.0
0.9666666666666666,0.9948010059065188,1.0
0.9999,0.9948010059065188,1.0
1.0,0.9948010059065188,1.0
1.0001,0.9399525547968174,0.9999480333499405
1.0334333333333334,0.942962614548697,0.988835959598549
1.0667666666666669,0.9408920943885954,0.996555903958285
1.1001000000000003,0.9369808332999515,0.9980704648661848
1.1334333333333337,0.9311041251347852,0.9979402958008655
1.1667666666666672,0.9236342935696455,0.9977526153092634
1.2001000000000006,0.9153451832819154,0.9977534081580864
1.233433333333334,0.9072727102184752,0.9979551001188354
1.2667666666666675,0.9004757556518121,0.9983241039310454
1.300100000000001,0.895812581834773,0.9988134941481522
1.3334333333333344,0.8937826143944468,0.9993732134775398
1.3667666666666678,0.8944624157283537,0.9999544952269346
1.4001000000000012,0.8975334954505275,1.0005117127917333
1.4334333333333347,0.9023852465769078,1.0010034761214552
1.466766666666668,0.9082629349428158,1.001394243069338
1.5001000000000015,0.9144237735329865,1.0016564255613094
1.533433333333335,0.9202576565144638,1.0017724982537661
1.5667666666666684,0.9253501896307647,1.001736393786708
1.6001000000000019,0.9294802743678904,1.0015538597927869
1.6334333333333353,0.9325674747114892,1.00124219803103
1.6667666666666687,0.9345956853244968,1.0008295074915352
1.7001000000000022,0.9355447550848972,1.000353251921283
1.7334333333333356,0.9353589414911802,0.999857681593743
1.766766666666669,0.9339675380741747,0.9993897581405309
1.8001000000000025,0.9313496365656102,0.9989937986550292
1.833433333333336,0.927611845303436,0.998705781706207
1.8667666666666693,0.9230387832670327,0.9985487099122426
1.9001000000000028,0.9180877829738405,0.9985302751016752
1.9334333333333362,0.9133247594671468,0.9986433214102994
1.9667666666666697,0.9093226864547441,0.9988686165099434
2.000100000000003,0.9065554485843723,0.999178758064453
2.033433333333336,0.905316258087706,0.999542005078749
2.0667666666666693,0.9056779140321619,0.9999253393696448
2.1001000000000025,0.9074991853266288,1.00029671001649
2.1334333333333357,0.9104707802310348,1.000626792316868
2.166766666666669,0.9141863170062402,1.0008905824312
2.200100000000002,0.91821923871101,1.0010689069141732
2.2334333333333354,0.92218711573878,1.0011497021055524
2.2667666666666686,0.9257905221440115,1.0011288632735473
2.300100000000002,0.9288227204903973,1.0010105525107686
2.333433333333335,0.9311555200886705,1.00080695410651
2.3667666666666682,0.9327131509784624,1.0005374778007383
2.4001000000000015,0.9334483460957578,1.000227354420219
2.4334333333333347,0.9333324335435917,0.9999055473255285
2.466766666666668,0.9323643418851305,0.9996020033654356
2.500100000000001,0.9305940058231086,0.999344486403391
2.5334333333333343,0.928147703338321,0.9991554749913588
2.5667666666666675,0.9252404764655525,0.9990497206042485
